epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3598.6,0.24359,0.58849,0.80819,0.90278,0.98922,0.95198,0.94856,0.18203,0.31047,0.85894,8.93994e-05,8.93994e-05,8.93994e-05
183,3618.44,0.23318,0.57243,0.80488,0.90328,0.99374,0.95276,0.94884,0.18435,0.31277,0.8588,8.86668e-05,8.86668e-05,8.86668e-05
184,3637.94,0.2347,0.57571,0.80144,0.90208,0.99501,0.95327,0.94947,0.17715,0.30955,0.85879,8.79342e-05,8.79342e-05,8.79342e-05
185,3657.39,0.23648,0.57246,0.81319,0.90264,0.99017,0.95105,0.94729,0.18725,0.31564,0.86098,8.72016e-05,8.72016e-05,8.72016e-05
186,3677.05,0.2473,0.58112,0.80495,0.90554,0.98577,0.95341,0.95037,0.18246,0.31052,0.85996,8.6469e-05,8.6469e-05,8.6469e-05
187,3696.63,0.23764,0.58943,0.80229,0.90397,0.99305,0.95262,0.94823,0.18301,0.30561,0.86147,8.57364e-05,8.57364e-05,8.57364e-05
188,3716.33,0.23657,0.56813,0.80536,0.90448,0.99329,0.95322,0.94943,0.17616,0.30664,0.86152,8.50038e-05,8.50038e-05,8.50038e-05
189,3735.67,0.23839,0.56936,0.80574,0.90253,0.9898,0.95284,0.94907,0.1777,0.3095,0.85984,8.42712e-05,8.42712e-05,8.42712e-05
190,3755.65,0.23612,0.57542,0.80544,0.90223,0.99456,0.95263,0.94908,0.18726,0.30926,0.86022,8.35386e-05,8.35386e-05,8.35386e-05
191,3775.2,0.2336,0.57523,0.80281,0.90444,0.99241,0.95076,0.94742,0.18527,0.30736,0.86022,8.2806e-05,8.2806e-05,8.2806e-05
192,3794.89,0.23532,0.56219,0.80413,0.90127,0.99321,0.95332,0.94859,0.18558,0.30529,0.862,8.20734e-05,8.20734e-05,8.20734e-05
193,3814.79,0.23662,0.57334,0.80329,0.90664,0.99299,0.95279,0.94754,0.18559,0.30378,0.86267,8.13408e-05,8.13408e-05,8.13408e-05
194,3834.63,0.23121,0.56336,0.80541,0.90479,0.99273,0.95348,0.95003,0.17637,0.30552,0.86093,8.06082e-05,8.06082e-05,8.06082e-05
195,3854.09,0.23283,0.5677,0.80807,0.90086,0.98882,0.95262,0.94822,0.17643,0.30679,0.86002,7.98756e-05,7.98756e-05,7.98756e-05
196,3873.67,0.23727,0.57216,0.80325,0.90898,0.97863,0.9528,0.95,0.17241,0.29762,0.86025,7.9143e-05,7.9143e-05,7.9143e-05
197,3893.21,0.23053,0.55467,0.80655,0.90423,0.98922,0.95187,0.94749,0.17351,0.30018,0.86157,7.84104e-05,7.84104e-05,7.84104e-05
198,3913.05,0.23281,0.56583,0.80389,0.906,0.98063,0.95216,0.95028,0.16313,0.29852,0.86042,7.76778e-05,7.76778e-05,7.76778e-05
199,3932.9,0.23228,0.57611,0.80459,0.90306,0.99373,0.95289,0.94902,0.17355,0.30142,0.86098,7.69452e-05,7.69452e-05,7.69452e-05
200,3952.51,0.23701,0.56101,0.80651,0.90228,0.99106,0.95528,0.95112,0.18108,0.30814,0.86066,7.62126e-05,7.62126e-05,7.62126e-05
201,3972.14,0.22891,0.54393,0.80338,0.90499,0.98571,0.95522,0.95099,0.17929,0.30378,0.86132,7.548e-05,7.548e-05,7.548e-05
202,3991.83,0.23,0.56128,0.80241,0.90577,0.98986,0.95331,0.95027,0.1733,0.29397,0.86224,7.47474e-05,7.47474e-05,7.47474e-05
203,4011.54,0.22826,0.56637,0.80229,0.90597,0.99341,0.95272,0.95058,0.16855,0.2949,0.86074,7.40148e-05,7.40148e-05,7.40148e-05
204,4031.26,0.23432,0.55307,0.80119,0.90069,0.99415,0.95351,0.95155,0.17098,0.294,0.86177,7.32822e-05,7.32822e-05,7.32822e-05
205,4050.99,0.2332,0.56363,0.80428,0.90432,0.989,0.95338,0.94977,0.17105,0.29486,0.86339,7.25496e-05,7.25496e-05,7.25496e-05
206,4070.58,0.22851,0.56115,0.79706,0.90592,0.98529,0.95285,0.95024,0.16589,0.29198,0.86281,7.1817e-05,7.1817e-05,7.1817e-05
207,4090.08,0.23184,0.55416,0.80015,0.90659,0.98832,0.95289,0.94902,0.17595,0.29957,0.86197,7.10844e-05,7.10844e-05,7.10844e-05
208,4109.6,0.22547,0.564,0.80244,0.90774,0.99036,0.9555,0.95209,0.17226,0.29552,0.86206,7.03518e-05,7.03518e-05,7.03518e-05
209,4129.26,0.23114,0.55932,0.80442,0.9053,0.99155,0.95126,0.94793,0.16999,0.29631,0.8617,6.96192e-05,6.96192e-05,6.96192e-05
210,4148.69,0.22952,0.55029,0.79788,0.90942,0.98551,0.94959,0.94662,0.17086,0.29266,0.8616,6.88866e-05,6.88866e-05,6.88866e-05
211,4168.34,0.2267,0.55079,0.80607,0.90834,0.98502,0.95079,0.94821,0.17321,0.29781,0.86182,6.8154e-05,6.8154e-05,6.8154e-05
212,4187.78,0.22661,0.55077,0.80332,0.90677,0.99153,0.95138,0.94857,0.16893,0.28987,0.86249,6.74214e-05,6.74214e-05,6.74214e-05
213,4207.62,0.23056,0.57166,0.80097,0.90825,0.99074,0.95208,0.94972,0.16577,0.29306,0.8618,6.66888e-05,6.66888e-05,6.66888e-05
214,4227.16,0.22062,0.54467,0.80038,0.90435,0.99286,0.95331,0.951,0.16462,0.29536,0.86175,6.59562e-05,6.59562e-05,6.59562e-05
215,4246.68,0.22633,0.54847,0.79636,0.91095,0.9885,0.95486,0.95278,0.16132,0.28969,0.86265,6.52236e-05,6.52236e-05,6.52236e-05
216,4266.53,0.23097,0.57913,0.80093,0.90893,0.98993,0.95438,0.95137,0.16732,0.29211,0.86387,6.4491e-05,6.4491e-05,6.4491e-05
217,4285.99,0.22271,0.55396,0.79941,0.90475,0.99372,0.954,0.95229,0.17372,0.29295,0.86338,6.37584e-05,6.37584e-05,6.37584e-05
218,4305.65,0.22293,0.55618,0.80034,0.90079,0.99611,0.95446,0.95139,0.17773,0.2974,0.86332,6.30258e-05,6.30258e-05,6.30258e-05
219,4325.53,0.22581,0.54596,0.80356,0.90456,0.99285,0.95569,0.95319,0.16395,0.2879,0.86409,6.22932e-05,6.22932e-05,6.22932e-05
220,4345.3,0.22608,0.55487,0.80118,0.9109,0.99091,0.95516,0.95361,0.16369,0.28738,0.86379,6.15606e-05,6.15606e-05,6.15606e-05
221,4364.81,0.2212,0.55739,0.79838,0.90381,0.98783,0.95202,0.95018,0.16644,0.29418,0.86429,6.0828e-05,6.0828e-05,6.0828e-05
222,4384.36,0.22318,0.56184,0.79931,0.90747,0.99238,0.9517,0.94965,0.15565,0.28856,0.86306,6.00954e-05,6.00954e-05,6.00954e-05
223,4404.09,0.22749,0.5468,0.80071,0.9039,0.99393,0.95527,0.95315,0.1575,0.28652,0.86272,5.93628e-05,5.93628e-05,5.93628e-05
224,4424.04,0.22183,0.54436,0.80266,0.90594,0.9929,0.95565,0.95371,0.15867,0.28786,0.86253,5.86302e-05,5.86302e-05,5.86302e-05
225,4443.93,0.22826,0.54473,0.80494,0.90377,0.99318,0.95517,0.95338,0.16421,0.28604,0.86317,5.78976e-05,5.78976e-05,5.78976e-05
226,4463.6,0.22521,0.55209,0.80708,0.90656,0.99585,0.95238,0.95103,0.15924,0.28797,0.86304,5.7165e-05,5.7165e-05,5.7165e-05
227,4483.33,0.21502,0.53161,0.79909,0.90208,0.9936,0.9521,0.95034,0.15821,0.28907,0.86221,5.64324e-05,5.64324e-05,5.64324e-05
228,4502.94,0.22603,0.55282,0.79959,0.90503,0.99248,0.95159,0.94964,0.15698,0.28747,0.86304,5.56998e-05,5.56998e-05,5.56998e-05
229,4522.62,0.22529,0.54129,0.80304,0.90276,0.99417,0.95508,0.95303,0.15972,0.28184,0.86383,5.49672e-05,5.49672e-05,5.49672e-05
230,4542.12,0.22135,0.55319,0.8046,0.90965,0.98696,0.95426,0.95297,0.16638,0.28508,0.86432,5.42346e-05,5.42346e-05,5.42346e-05
231,4561.75,0.22438,0.5465,0.80293,0.90565,0.98491,0.95416,0.95248,0.16774,0.2881,0.86352,5.3502e-05,5.3502e-05,5.3502e-05
232,4581.15,0.22582,0.55596,0.80603,0.90578,0.99112,0.95206,0.949,0.16243,0.28056,0.86333,5.27694e-05,5.27694e-05,5.27694e-05
233,4600.66,0.21752,0.54824,0.79979,0.90554,0.99076,0.95499,0.95348,0.15921,0.28243,0.86283,5.20368e-05,5.20368e-05,5.20368e-05
234,4620.28,0.21832,0.55161,0.80567,0.9038,0.98763,0.95316,0.95121,0.16759,0.2873,0.86323,5.13042e-05,5.13042e-05,5.13042e-05
235,4639.94,0.22276,0.53238,0.8049,0.90825,0.98911,0.95188,0.95029,0.1582,0.28551,0.86237,5.05716e-05,5.05716e-05,5.05716e-05
236,4659.9,0.22032,0.53825,0.79921,0.90512,0.99184,0.9535,0.95245,0.16434,0.28866,0.86314,4.9839e-05,4.9839e-05,4.9839e-05
237,4679.76,0.22025,0.54234,0.80375,0.9063,0.98242,0.95322,0.95029,0.17771,0.29035,0.86401,4.91064e-05,4.91064e-05,4.91064e-05
238,4699.73,0.22119,0.55541,0.80625,0.91326,0.98488,0.95167,0.95011,0.16042,0.2812,0.86243,4.83738e-05,4.83738e-05,4.83738e-05
239,4719.59,0.21799,0.54707,0.80042,0.90783,0.99052,0.95271,0.95113,0.16057,0.28188,0.86256,4.76412e-05,4.76412e-05,4.76412e-05
240,4739.61,0.21352,0.52106,0.80158,0.91077,0.99048,0.95208,0.94955,0.15996,0.28642,0.86306,4.69086e-05,4.69086e-05,4.69086e-05
241,4759.24,0.22417,0.53957,0.80082,0.90686,0.98998,0.95211,0.95024,0.16547,0.28627,0.86396,4.6176e-05,4.6176e-05,4.6176e-05
242,4779.02,0.21401,0.54126,0.80403,0.91158,0.98757,0.95152,0.94957,0.15657,0.28329,0.86335,4.54434e-05,4.54434e-05,4.54434e-05
243,4798.78,0.21627,0.52846,0.80011,0.90832,0.98121,0.95195,0.95041,0.15605,0.28498,0.86336,4.47108e-05,4.47108e-05,4.47108e-05
244,4818.33,0.21055,0.53332,0.80699,0.90667,0.98139,0.95389,0.95215,0.15867,0.28265,0.86377,4.39782e-05,4.39782e-05,4.39782e-05
245,4837.91,0.21991,0.52133,0.80385,0.90657,0.98936,0.95284,0.95181,0.15559,0.28262,0.864,4.32456e-05,4.32456e-05,4.32456e-05
246,4857.39,0.21934,0.52962,0.79789,0.90529,0.99122,0.95181,0.95068,0.16022,0.2805,0.86453,4.2513e-05,4.2513e-05,4.2513e-05
247,4876.73,0.21185,0.53238,0.80268,0.90273,0.988,0.9543,0.95347,0.15425,0.28544,0.86401,4.17804e-05,4.17804e-05,4.17804e-05
248,4896.23,0.21648,0.52818,0.79972,0.90311,0.98806,0.95554,0.95417,0.16167,0.28365,0.8645,4.10478e-05,4.10478e-05,4.10478e-05
249,4915.67,0.21719,0.52819,0.79734,0.90716,0.9835,0.9564,0.95541,0.1556,0.28215,0.86373,4.03152e-05,4.03152e-05,4.03152e-05
250,4935.26,0.21493,0.52255,0.79876,0.90844,0.98555,0.95291,0.95151,0.156,0.28096,0.86371,3.95826e-05,3.95826e-05,3.95826e-05
251,4955.08,0.21491,0.53942,0.80497,0.90635,0.9932,0.95332,0.95202,0.15854,0.28256,0.86369,3.885e-05,3.885e-05,3.885e-05
252,4974.48,0.21655,0.52008,0.80157,0.9114,0.98198,0.9555,0.95406,0.15712,0.2782,0.86408,3.81174e-05,3.81174e-05,3.81174e-05
253,4994.42,0.21273,0.53466,0.80167,0.91069,0.98163,0.95517,0.95346,0.15743,0.27744,0.86384,3.73848e-05,3.73848e-05,3.73848e-05
254,5014.33,0.21735,0.54216,0.8031,0.9113,0.98455,0.95309,0.95088,0.15702,0.27923,0.86314,3.66522e-05,3.66522e-05,3.66522e-05
255,5034.01,0.21409,0.53239,0.80694,0.91122,0.98397,0.95444,0.95198,0.16246,0.27894,0.86375,3.59196e-05,3.59196e-05,3.59196e-05
256,5053.92,0.21236,0.51899,0.8014,0.90752,0.99215,0.95444,0.95291,0.15666,0.28096,0.86404,3.5187e-05,3.5187e-05,3.5187e-05
257,5073.29,0.21069,0.53155,0.79743,0.90612,0.99182,0.95501,0.95331,0.15735,0.28001,0.86464,3.44544e-05,3.44544e-05,3.44544e-05
258,5092.98,0.21804,0.52742,0.80058,0.90501,0.99238,0.95312,0.95197,0.15878,0.2844,0.8636,3.37218e-05,3.37218e-05,3.37218e-05
259,5112.48,0.21552,0.53487,0.80234,0.90582,0.99157,0.95273,0.95099,0.1614,0.28316,0.86485,3.29892e-05,3.29892e-05,3.29892e-05
260,5132,0.21227,0.52197,0.80069,0.90366,0.99454,0.95309,0.95134,0.15793,0.28186,0.86513,3.22566e-05,3.22566e-05,3.22566e-05
261,5151.57,0.21431,0.53039,0.80611,0.90396,0.99376,0.95305,0.9511,0.16047,0.27831,0.86482,3.1524e-05,3.1524e-05,3.1524e-05
262,5171.01,0.21071,0.54372,0.80281,0.90236,0.99414,0.95352,0.95156,0.15878,0.27978,0.86471,3.07914e-05,3.07914e-05,3.07914e-05
263,5190.59,0.20602,0.53089,0.80666,0.90712,0.99098,0.95212,0.95106,0.162,0.28171,0.86484,3.00588e-05,3.00588e-05,3.00588e-05
264,5209.98,0.21247,0.51936,0.79725,0.9074,0.99334,0.95503,0.95334,0.15658,0.2774,0.8636,2.93262e-05,2.93262e-05,2.93262e-05
265,5229.9,0.20689,0.51514,0.807,0.90521,0.9917,0.95227,0.94998,0.15938,0.27799,0.86477,2.85936e-05,2.85936e-05,2.85936e-05
266,5249.6,0.20855,0.52307,0.80014,0.90729,0.9893,0.95429,0.95219,0.15881,0.28076,0.86499,2.7861e-05,2.7861e-05,2.7861e-05
267,5269.59,0.21373,0.51363,0.80552,0.90526,0.9912,0.95148,0.94946,0.15908,0.28197,0.86449,2.71284e-05,2.71284e-05,2.71284e-05
268,5289.57,0.2114,0.51066,0.80425,0.90574,0.99038,0.95259,0.95048,0.15651,0.28304,0.8641,2.63958e-05,2.63958e-05,2.63958e-05
269,5309,0.20901,0.50982,0.80064,0.90792,0.98969,0.95458,0.95284,0.15813,0.28068,0.86391,2.56632e-05,2.56632e-05,2.56632e-05
270,5328.88,0.20855,0.51609,0.79719,0.91123,0.98912,0.9538,0.95199,0.15735,0.27889,0.86397,2.49306e-05,2.49306e-05,2.49306e-05
271,5348.57,0.20982,0.51337,0.79944,0.90836,0.98788,0.95334,0.95137,0.1603,0.27783,0.86433,2.4198e-05,2.4198e-05,2.4198e-05
272,5368.23,0.21359,0.53376,0.79652,0.91236,0.9868,0.95371,0.9524,0.15881,0.27713,0.86403,2.34654e-05,2.34654e-05,2.34654e-05
273,5387.96,0.20813,0.53321,0.80258,0.90924,0.9897,0.95356,0.95164,0.15344,0.27885,0.86372,2.27328e-05,2.27328e-05,2.27328e-05
274,5407.48,0.20827,0.52847,0.79828,0.90896,0.98978,0.95391,0.95183,0.15276,0.2769,0.86383,2.20002e-05,2.20002e-05,2.20002e-05
275,5426.98,0.20796,0.53235,0.80163,0.90841,0.98878,0.95299,0.95153,0.1564,0.28076,0.86451,2.12676e-05,2.12676e-05,2.12676e-05
276,5446.89,0.20958,0.532,0.80387,0.90835,0.98826,0.95463,0.95254,0.15085,0.27636,0.86416,2.0535e-05,2.0535e-05,2.0535e-05
277,5466.52,0.2074,0.51553,0.80027,0.91072,0.98025,0.9556,0.95435,0.1538,0.27831,0.86412,1.98024e-05,1.98024e-05,1.98024e-05
278,5486.43,0.20444,0.51499,0.80232,0.91043,0.98381,0.9556,0.95411,0.1579,0.28043,0.86404,1.90698e-05,1.90698e-05,1.90698e-05
279,5506.17,0.20733,0.51697,0.80119,0.90848,0.99213,0.95383,0.95258,0.15707,0.27665,0.86431,1.83372e-05,1.83372e-05,1.83372e-05
280,5525.98,0.20396,0.5151,0.79776,0.91002,0.98042,0.95318,0.95153,0.15829,0.27862,0.86388,1.76046e-05,1.76046e-05,1.76046e-05
281,5545.5,0.20597,0.51853,0.79965,0.91027,0.97875,0.95257,0.95064,0.15718,0.28085,0.86445,1.6872e-05,1.6872e-05,1.6872e-05
282,5564.99,0.20577,0.5165,0.80011,0.90894,0.98161,0.95285,0.95105,0.16095,0.28121,0.86425,1.61394e-05,1.61394e-05,1.61394e-05
283,5584.58,0.20413,0.50016,0.79682,0.90398,0.99052,0.95282,0.95114,0.15741,0.28035,0.86403,1.54068e-05,1.54068e-05,1.54068e-05
284,5604.5,0.2024,0.53836,0.80545,0.90596,0.9913,0.95302,0.95146,0.1569,0.27815,0.86431,1.46742e-05,1.46742e-05,1.46742e-05
285,5624.22,0.21234,0.52151,0.80156,0.91164,0.98076,0.95281,0.9519,0.15623,0.27662,0.86413,1.39416e-05,1.39416e-05,1.39416e-05
286,5644.26,0.21009,0.5294,0.79958,0.90593,0.98701,0.95279,0.95151,0.16106,0.27887,0.86421,1.3209e-05,1.3209e-05,1.3209e-05
287,5663.67,0.20455,0.51753,0.80163,0.90901,0.9772,0.95383,0.95228,0.15544,0.27791,0.86377,1.24764e-05,1.24764e-05,1.24764e-05
288,5683.37,0.20634,0.52487,0.79652,0.907,0.98889,0.95436,0.9528,0.15419,0.27694,0.86388,1.17438e-05,1.17438e-05,1.17438e-05
289,5702.89,0.20221,0.50704,0.80334,0.90722,0.99109,0.95283,0.95128,0.1552,0.27878,0.86423,1.10112e-05,1.10112e-05,1.10112e-05
290,5722.69,0.20541,0.51333,0.79638,0.90625,0.99014,0.95247,0.95115,0.15701,0.27718,0.86404,1.02786e-05,1.02786e-05,1.02786e-05
291,5741.96,0.29424,0.53091,0.78926,0.9021,0.98777,0.95082,0.94557,0.18761,0.3145,0.86354,9.546e-06,9.546e-06,9.546e-06
292,5761.4,0.26657,0.46369,0.7816,0.90449,0.98362,0.9487,0.94221,0.20366,0.33197,0.865,8.8134e-06,8.8134e-06,8.8134e-06
293,5780.71,0.25519,0.43151,0.7765,0.90406,0.98564,0.95014,0.94473,0.19503,0.31515,0.86417,8.0808e-06,8.0808e-06,8.0808e-06
294,5799.43,0.25085,0.42877,0.776,0.90472,0.98272,0.95183,0.94698,0.18915,0.30622,0.86289,7.3482e-06,7.3482e-06,7.3482e-06
295,5818.73,0.24435,0.41185,0.77732,0.90574,0.9842,0.95219,0.9478,0.18356,0.30199,0.86205,6.6156e-06,6.6156e-06,6.6156e-06
296,5837.99,0.24369,0.4071,0.78307,0.90789,0.98738,0.95337,0.95016,0.17802,0.29612,0.86175,5.883e-06,5.883e-06,5.883e-06
297,5857.23,0.23455,0.40311,0.78492,0.90737,0.9905,0.95478,0.95172,0.17448,0.29206,0.8616,5.1504e-06,5.1504e-06,5.1504e-06
298,5876.7,0.23864,0.39686,0.78168,0.9056,0.99144,0.95545,0.95216,0.17361,0.29103,0.86168,4.4178e-06,4.4178e-06,4.4178e-06
299,5896.17,0.23901,0.4141,0.77547,0.90404,0.99147,0.95597,0.95251,0.17598,0.29154,0.86173,3.6852e-06,3.6852e-06,3.6852e-06
